Candidate_ID,Resume_Text,Skills,Experience (Years),Education,Certifications,Applied_Job_Title,Required_Skills,Industry,Job_Description,Work_Type,Location,Salary_Expectation,Offered_Salary,Application_Status,Hired,Performance_Score
CAND_1088,"Candidate 88 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",2,Diploma,PMP,Security Analyst,"Deep Learning, TensorFlow, PyTorch",Healthcare,"Looking for a Security Analyst with skills in Deep Learning, TensorFlow, PyTorch.",Remote,London,123827,127806,Shortlisted,0,
CAND_1089,"Candidate 89 has experience in SQL, Data Analysis, Tableau.","Cybersecurity, Penetration Testing, Risk Assessment",8,Diploma,AWS Certified,Software Engineer,"React, JavaScript, Node.js",E-commerce,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",Remote,New York,143043,140990,Rejected,0,
CAND_1090,"Candidate 90 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",9,PhD,None,AI Engineer,"Python, Machine Learning, NLP",IT,"Looking for a AI Engineer with skills in Python, Machine Learning, NLP.",Remote,Berlin,104046,106500,Hired,1,0.86
CAND_1091,"Candidate 91 has experience in Deep Learning, TensorFlow, PyTorch.","Deep Learning, TensorFlow, PyTorch",2,Bachelor's,None,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,Chicago,92706,94646,Rejected,0,
CAND_1092,"Candidate 92 has experience in Deep Learning, TensorFlow, PyTorch.","C++, Embedded Systems, IoT",13,Master's,None,Software Engineer,"AWS, DevOps, Kubernetes",Education,"Looking for a Software Engineer with skills in AWS, DevOps, Kubernetes.",Remote,San Francisco,132564,134732,Hired,1,0.59
CAND_1093,"Candidate 93 has experience in Java, Spring Boot, Microservices.","React, JavaScript, Node.js",4,Master's,PMP,Software Engineer,"Python, Machine Learning, NLP",Healthcare,"Looking for a Software Engineer with skills in Python, Machine Learning, NLP.",Remote,San Francisco,71776,73716,Rejected,0,
CAND_1094,"Candidate 94 has experience in SQL, Data Analysis, Tableau.","Python, Machine Learning, NLP",2,Master's,AWS Certified,Software Engineer,"Java, Spring Boot, Microservices",IT,"Looking for a Software Engineer with skills in Java, Spring Boot, Microservices.",Hybrid,Chicago,136207,134857,Shortlisted,0,
CAND_1095,"Candidate 95 has experience in AWS, DevOps, Kubernetes.","Python, Machine Learning, NLP",6,Bachelor's,None,DevOps Engineer,"Java, Spring Boot, Microservices",IT,"Looking for a DevOps Engineer with skills in Java, Spring Boot, Microservices.",Hybrid,Berlin,61853,59723,Shortlisted,0,
CAND_1096,"Candidate 96 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Java, Spring Boot, Microservices",8,Bachelor's,None,Security Analyst,"SQL, Data Analysis, Tableau",Healthcare,"Looking for a Security Analyst with skills in SQL, Data Analysis, Tableau.",On-site,London,71811,72314,Hired,1,0.47
CAND_1097,"Candidate 97 has experience in AWS, DevOps, Kubernetes.","React, JavaScript, Node.js",4,Bachelor's,AWS Certified,DevOps Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Education,"Looking for a DevOps Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,San Francisco,129994,129396,Hired,1,0.37
CAND_1098,"Candidate 98 has experience in SQL, Data Analysis, Tableau.","Java, Spring Boot, Microservices",10,PhD,AWS Certified,Security Analyst,"React, JavaScript, Node.js",Healthcare,"Looking for a Security Analyst with skills in React, JavaScript, Node.js.",Hybrid,Berlin,125012,123392,Interviewed,0,
CAND_1099,"Candidate 99 has experience in SQL, Data Analysis, Tableau.","AWS, DevOps, Kubernetes",3,Bachelor's,AWS Certified,Security Analyst,"Cybersecurity, Penetration Testing, Risk Assessment",Healthcare,"Looking for a Security Analyst with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,Berlin,119092,122229,Interviewed,0,
CAND_1100,"Candidate 100 has experience in Java, Spring Boot, Microservices.","C++, Embedded Systems, IoT",10,Diploma,Certified Ethical Hacker,Software Engineer,"React, JavaScript, Node.js",E-commerce,"Looking for a Software Engineer with skills in React, JavaScript, Node.js.",On-site,Berlin,149016,147003,Rejected,0,
CAND_1101,"Candidate 101 has experience in AWS, DevOps, Kubernetes.","Python, Machine Learning, NLP",12,Master's,Google Data Engineer,AI Engineer,"C++, Embedded Systems, IoT",E-commerce,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",Hybrid,Chicago,78537,79185,Rejected,0,
CAND_1102,"Candidate 102 has experience in Deep Learning, TensorFlow, PyTorch.","Java, Spring Boot, Microservices",11,Diploma,AWS Certified,DevOps Engineer,"Deep Learning, TensorFlow, PyTorch",Healthcare,"Looking for a DevOps Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,London,135910,138101,Hired,1,0.64
CAND_1103,"Candidate 103 has experience in Python, Machine Learning, NLP.","C++, Embedded Systems, IoT",3,Bachelor's,PMP,Data Scientist,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",On-site,Chicago,107335,107497,Shortlisted,0,
CAND_1104,"Candidate 104 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Cybersecurity, Penetration Testing, Risk Assessment",5,Master's,Google Data Engineer,Security Analyst,"Python, Machine Learning, NLP",IT,"Looking for a Security Analyst with skills in Python, Machine Learning, NLP.",Hybrid,London,69744,73460,Shortlisted,0,
CAND_1105,"Candidate 105 has experience in React, JavaScript, Node.js.","AWS, DevOps, Kubernetes",1,PhD,Google Data Engineer,AI Engineer,"React, JavaScript, Node.js",E-commerce,"Looking for a AI Engineer with skills in React, JavaScript, Node.js.",On-site,London,106200,108797,Rejected,0,
CAND_1106,"Candidate 106 has experience in Java, Spring Boot, Microservices.","React, JavaScript, Node.js",4,Master's,AWS Certified,Data Scientist,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a Data Scientist with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,San Francisco,73385,70900,Shortlisted,0,
CAND_1107,"Candidate 107 has experience in Deep Learning, TensorFlow, PyTorch.","Cybersecurity, Penetration Testing, Risk Assessment",3,PhD,AWS Certified,Security Analyst,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a Security Analyst with skills in Deep Learning, TensorFlow, PyTorch.",On-site,Chicago,145389,147924,Rejected,0,
CAND_1108,"Candidate 108 has experience in Python, Machine Learning, NLP.","React, JavaScript, Node.js",13,Master's,AWS Certified,Data Scientist,"Python, Machine Learning, NLP",IT,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",Hybrid,San Francisco,57256,52698,Shortlisted,0,
CAND_1109,"Candidate 109 has experience in Python, Machine Learning, NLP.","C++, Embedded Systems, IoT",6,PhD,Certified Ethical Hacker,Data Scientist,"AWS, DevOps, Kubernetes",E-commerce,"Looking for a Data Scientist with skills in AWS, DevOps, Kubernetes.",On-site,London,113993,118446,Rejected,0,
CAND_1110,"Candidate 110 has experience in Python, Machine Learning, NLP.","Python, Machine Learning, NLP",3,Diploma,Certified Ethical Hacker,AI Engineer,"Java, Spring Boot, Microservices",E-commerce,"Looking for a AI Engineer with skills in Java, Spring Boot, Microservices.",Hybrid,Chicago,95902,99324,Interviewed,0,
CAND_1111,"Candidate 111 has experience in Deep Learning, TensorFlow, PyTorch.","Python, Machine Learning, NLP",11,Bachelor's,Certified Ethical Hacker,Software Engineer,"Java, Spring Boot, Microservices",IT,"Looking for a Software Engineer with skills in Java, Spring Boot, Microservices.",On-site,San Francisco,78142,81715,Hired,1,0.43
CAND_1112,"Candidate 112 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Deep Learning, TensorFlow, PyTorch",13,Master's,Certified Ethical Hacker,Software Engineer,"Java, Spring Boot, Microservices",Finance,"Looking for a Software Engineer with skills in Java, Spring Boot, Microservices.",Remote,London,147754,150236,Rejected,0,
CAND_1113,"Candidate 113 has experience in Python, Machine Learning, NLP.","Deep Learning, TensorFlow, PyTorch",4,Master's,Certified Ethical Hacker,Data Scientist,"SQL, Data Analysis, Tableau",Finance,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",Remote,Berlin,58903,57901,Hired,1,0.52
CAND_1114,"Candidate 114 has experience in Deep Learning, TensorFlow, PyTorch.","AWS, DevOps, Kubernetes",15,PhD,Certified Ethical Hacker,Software Engineer,"Deep Learning, TensorFlow, PyTorch",Finance,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",On-site,New York,125923,124803,Rejected,0,
CAND_1115,"Candidate 115 has experience in Java, Spring Boot, Microservices.","AWS, DevOps, Kubernetes",4,PhD,AWS Certified,Data Scientist,"Python, Machine Learning, NLP",E-commerce,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",Remote,London,117690,118811,Interviewed,0,
CAND_1116,"Candidate 116 has experience in Java, Spring Boot, Microservices.","SQL, Data Analysis, Tableau",13,Diploma,Google Data Engineer,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Finance,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,New York,132341,135337,Rejected,0,
CAND_1117,"Candidate 117 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Python, Machine Learning, NLP",5,Master's,Google Data Engineer,Software Engineer,"C++, Embedded Systems, IoT",Finance,"Looking for a Software Engineer with skills in C++, Embedded Systems, IoT.",Remote,San Francisco,134475,139036,Hired,1,0.76
CAND_1118,"Candidate 118 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Deep Learning, TensorFlow, PyTorch",8,Diploma,None,AI Engineer,"C++, Embedded Systems, IoT",Finance,"Looking for a AI Engineer with skills in C++, Embedded Systems, IoT.",Remote,London,149288,154213,Rejected,0,
CAND_1119,"Candidate 119 has experience in AWS, DevOps, Kubernetes.","C++, Embedded Systems, IoT",4,Master's,AWS Certified,DevOps Engineer,"SQL, Data Analysis, Tableau",Finance,"Looking for a DevOps Engineer with skills in SQL, Data Analysis, Tableau.",On-site,San Francisco,122397,123391,Hired,1,0.73
CAND_1120,"Candidate 120 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",1,Bachelor's,Google Data Engineer,Data Scientist,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a Data Scientist with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,London,85267,83085,Rejected,0,
CAND_1121,"Candidate 121 has experience in SQL, Data Analysis, Tableau.","React, JavaScript, Node.js",15,PhD,PMP,DevOps Engineer,"Deep Learning, TensorFlow, PyTorch",IT,"Looking for a DevOps Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Remote,London,148523,146009,Hired,1,0.02
CAND_1122,"Candidate 122 has experience in Java, Spring Boot, Microservices.","SQL, Data Analysis, Tableau",3,Diploma,PMP,Security Analyst,"AWS, DevOps, Kubernetes",Finance,"Looking for a Security Analyst with skills in AWS, DevOps, Kubernetes.",Hybrid,Berlin,139026,138802,Interviewed,0,
CAND_1123,"Candidate 123 has experience in Python, Machine Learning, NLP.","C++, Embedded Systems, IoT",11,Master's,Google Data Engineer,Security Analyst,"Java, Spring Boot, Microservices",Finance,"Looking for a Security Analyst with skills in Java, Spring Boot, Microservices.",Hybrid,London,89923,86139,Interviewed,0,
CAND_1124,"Candidate 124 has experience in SQL, Data Analysis, Tableau.","Java, Spring Boot, Microservices",15,PhD,Google Data Engineer,Data Scientist,"C++, Embedded Systems, IoT",IT,"Looking for a Data Scientist with skills in C++, Embedded Systems, IoT.",Remote,London,94196,91645,Hired,1,0.38
CAND_1125,"Candidate 125 has experience in AWS, DevOps, Kubernetes.","Deep Learning, TensorFlow, PyTorch",15,Bachelor's,Certified Ethical Hacker,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Education,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,London,82482,78889,Hired,1,0.36
CAND_1126,"Candidate 126 has experience in Java, Spring Boot, Microservices.","AWS, DevOps, Kubernetes",11,Bachelor's,Google Data Engineer,DevOps Engineer,"C++, Embedded Systems, IoT",E-commerce,"Looking for a DevOps Engineer with skills in C++, Embedded Systems, IoT.",On-site,San Francisco,135332,134682,Interviewed,0,
CAND_1127,"Candidate 127 has experience in SQL, Data Analysis, Tableau.","Cybersecurity, Penetration Testing, Risk Assessment",9,PhD,Certified Ethical Hacker,Security Analyst,"C++, Embedded Systems, IoT",Education,"Looking for a Security Analyst with skills in C++, Embedded Systems, IoT.",Hybrid,San Francisco,89800,85012,Rejected,0,
CAND_1128,"Candidate 128 has experience in SQL, Data Analysis, Tableau.","Java, Spring Boot, Microservices",3,PhD,AWS Certified,DevOps Engineer,"React, JavaScript, Node.js",Healthcare,"Looking for a DevOps Engineer with skills in React, JavaScript, Node.js.",Hybrid,San Francisco,115948,111126,Shortlisted,0,
CAND_1129,"Candidate 129 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","SQL, Data Analysis, Tableau",11,Diploma,AWS Certified,Data Scientist,"React, JavaScript, Node.js",IT,"Looking for a Data Scientist with skills in React, JavaScript, Node.js.",Remote,London,73178,69337,Interviewed,0,
CAND_1130,"Candidate 130 has experience in Java, Spring Boot, Microservices.","React, JavaScript, Node.js",11,Bachelor's,AWS Certified,Data Scientist,"SQL, Data Analysis, Tableau",IT,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",Hybrid,Berlin,65972,63933,Interviewed,0,
CAND_1131,"Candidate 131 has experience in Java, Spring Boot, Microservices.","Cybersecurity, Penetration Testing, Risk Assessment",8,Diploma,AWS Certified,AI Engineer,"Python, Machine Learning, NLP",Education,"Looking for a AI Engineer with skills in Python, Machine Learning, NLP.",Hybrid,San Francisco,50251,53694,Hired,1,0.58
CAND_1132,"Candidate 132 has experience in React, JavaScript, Node.js.","SQL, Data Analysis, Tableau",3,Bachelor's,PMP,Security Analyst,"AWS, DevOps, Kubernetes",Finance,"Looking for a Security Analyst with skills in AWS, DevOps, Kubernetes.",Remote,Chicago,144287,147925,Rejected,0,
CAND_1133,"Candidate 133 has experience in Deep Learning, TensorFlow, PyTorch.","SQL, Data Analysis, Tableau",14,PhD,PMP,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Education,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,Berlin,112443,108421,Interviewed,0,
CAND_1134,"Candidate 134 has experience in React, JavaScript, Node.js.","C++, Embedded Systems, IoT",7,Bachelor's,Google Data Engineer,Software Engineer,"AWS, DevOps, Kubernetes",Finance,"Looking for a Software Engineer with skills in AWS, DevOps, Kubernetes.",Remote,Chicago,146277,143305,Hired,1,0.94
CAND_1135,"Candidate 135 has experience in C++, Embedded Systems, IoT.","Python, Machine Learning, NLP",9,PhD,None,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",IT,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,London,133074,128906,Shortlisted,0,
CAND_1136,"Candidate 136 has experience in Deep Learning, TensorFlow, PyTorch.","Python, Machine Learning, NLP",2,Master's,Google Data Engineer,DevOps Engineer,"AWS, DevOps, Kubernetes",Finance,"Looking for a DevOps Engineer with skills in AWS, DevOps, Kubernetes.",Remote,Chicago,136260,131964,Rejected,0,
CAND_1137,"Candidate 137 has experience in AWS, DevOps, Kubernetes.","C++, Embedded Systems, IoT",12,Diploma,None,Security Analyst,"React, JavaScript, Node.js",E-commerce,"Looking for a Security Analyst with skills in React, JavaScript, Node.js.",Remote,New York,59326,57113,Interviewed,0,
CAND_1138,"Candidate 138 has experience in Deep Learning, TensorFlow, PyTorch.","Cybersecurity, Penetration Testing, Risk Assessment",10,Diploma,None,AI Engineer,"AWS, DevOps, Kubernetes",Finance,"Looking for a AI Engineer with skills in AWS, DevOps, Kubernetes.",Hybrid,London,59857,64558,Hired,1,0.73
CAND_1139,"Candidate 139 has experience in Python, Machine Learning, NLP.","React, JavaScript, Node.js",1,PhD,PMP,DevOps Engineer,"Deep Learning, TensorFlow, PyTorch",IT,"Looking for a DevOps Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,New York,144997,141191,Rejected,0,
CAND_1140,"Candidate 140 has experience in SQL, Data Analysis, Tableau.","Python, Machine Learning, NLP",9,PhD,None,Data Scientist,"Python, Machine Learning, NLP",Healthcare,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",On-site,London,134080,134050,Hired,1,0.99
CAND_1141,"Candidate 141 has experience in AWS, DevOps, Kubernetes.","AWS, DevOps, Kubernetes",4,PhD,AWS Certified,Security Analyst,"Cybersecurity, Penetration Testing, Risk Assessment",Healthcare,"Looking for a Security Analyst with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Remote,New York,143619,145653,Interviewed,0,
CAND_1142,"Candidate 142 has experience in Python, Machine Learning, NLP.","C++, Embedded Systems, IoT",5,Bachelor's,Certified Ethical Hacker,Data Scientist,"Python, Machine Learning, NLP",Finance,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",Remote,London,70463,67200,Hired,1,0.99
CAND_1143,"Candidate 143 has experience in Java, Spring Boot, Microservices.","Deep Learning, TensorFlow, PyTorch",6,Master's,Certified Ethical Hacker,Security Analyst,"Python, Machine Learning, NLP",IT,"Looking for a Security Analyst with skills in Python, Machine Learning, NLP.",Hybrid,Berlin,109735,109430,Rejected,0,
CAND_1144,"Candidate 144 has experience in SQL, Data Analysis, Tableau.","AWS, DevOps, Kubernetes",9,Bachelor's,Google Data Engineer,Software Engineer,"Java, Spring Boot, Microservices",Education,"Looking for a Software Engineer with skills in Java, Spring Boot, Microservices.",Remote,San Francisco,131199,133394,Rejected,0,
CAND_1145,"Candidate 145 has experience in Java, Spring Boot, Microservices.","SQL, Data Analysis, Tableau",2,Bachelor's,Google Data Engineer,AI Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a AI Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,Berlin,101095,104329,Hired,1,0.85
CAND_1146,"Candidate 146 has experience in React, JavaScript, Node.js.","React, JavaScript, Node.js",6,Bachelor's,Google Data Engineer,AI Engineer,"AWS, DevOps, Kubernetes",Finance,"Looking for a AI Engineer with skills in AWS, DevOps, Kubernetes.",On-site,Chicago,115159,116411,Rejected,0,
CAND_1147,"Candidate 147 has experience in AWS, DevOps, Kubernetes.","Python, Machine Learning, NLP",11,Master's,Google Data Engineer,AI Engineer,"React, JavaScript, Node.js",Finance,"Looking for a AI Engineer with skills in React, JavaScript, Node.js.",Hybrid,London,103074,105198,Hired,1,0.95
CAND_1148,"Candidate 148 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","C++, Embedded Systems, IoT",9,Diploma,PMP,Software Engineer,"Deep Learning, TensorFlow, PyTorch",Education,"Looking for a Software Engineer with skills in Deep Learning, TensorFlow, PyTorch.",On-site,Berlin,58948,60952,Interviewed,0,
CAND_1149,"Candidate 149 has experience in AWS, DevOps, Kubernetes.","C++, Embedded Systems, IoT",9,Master's,AWS Certified,Security Analyst,"React, JavaScript, Node.js",E-commerce,"Looking for a Security Analyst with skills in React, JavaScript, Node.js.",On-site,Chicago,96470,94149,Interviewed,0,
CAND_1150,"Candidate 150 has experience in SQL, Data Analysis, Tableau.","Deep Learning, TensorFlow, PyTorch",6,Master's,Google Data Engineer,Software Engineer,"Python, Machine Learning, NLP",IT,"Looking for a Software Engineer with skills in Python, Machine Learning, NLP.",Remote,Chicago,118778,113853,Rejected,0,
CAND_1151,"Candidate 151 has experience in C++, Embedded Systems, IoT.","C++, Embedded Systems, IoT",15,Diploma,Google Data Engineer,Data Scientist,"Python, Machine Learning, NLP",Healthcare,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",On-site,New York,110035,106597,Interviewed,0,
CAND_1152,"Candidate 152 has experience in AWS, DevOps, Kubernetes.","C++, Embedded Systems, IoT",2,PhD,PMP,DevOps Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",E-commerce,"Looking for a DevOps Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,San Francisco,100224,96453,Interviewed,0,
CAND_1153,"Candidate 153 has experience in Java, Spring Boot, Microservices.","Cybersecurity, Penetration Testing, Risk Assessment",11,Bachelor's,Certified Ethical Hacker,AI Engineer,"Python, Machine Learning, NLP",Education,"Looking for a AI Engineer with skills in Python, Machine Learning, NLP.",Remote,San Francisco,129996,130779,Rejected,0,
CAND_1154,"Candidate 154 has experience in AWS, DevOps, Kubernetes.","AWS, DevOps, Kubernetes",12,Bachelor's,None,Security Analyst,"Python, Machine Learning, NLP",Education,"Looking for a Security Analyst with skills in Python, Machine Learning, NLP.",On-site,London,80394,83040,Hired,1,0.08
CAND_1155,"Candidate 155 has experience in React, JavaScript, Node.js.","AWS, DevOps, Kubernetes",9,Bachelor's,Certified Ethical Hacker,Security Analyst,"Python, Machine Learning, NLP",Education,"Looking for a Security Analyst with skills in Python, Machine Learning, NLP.",Remote,London,139248,136070,Hired,1,0.8
CAND_1156,"Candidate 156 has experience in AWS, DevOps, Kubernetes.","Cybersecurity, Penetration Testing, Risk Assessment",2,Diploma,Certified Ethical Hacker,Software Engineer,"Python, Machine Learning, NLP",E-commerce,"Looking for a Software Engineer with skills in Python, Machine Learning, NLP.",On-site,San Francisco,74880,77319,Hired,1,0.19
CAND_1157,"Candidate 157 has experience in Java, Spring Boot, Microservices.","Cybersecurity, Penetration Testing, Risk Assessment",13,PhD,Google Data Engineer,Software Engineer,"SQL, Data Analysis, Tableau",IT,"Looking for a Software Engineer with skills in SQL, Data Analysis, Tableau.",On-site,San Francisco,76470,79719,Interviewed,0,
CAND_1158,"Candidate 158 has experience in C++, Embedded Systems, IoT.","Deep Learning, TensorFlow, PyTorch",12,Diploma,PMP,Software Engineer,"C++, Embedded Systems, IoT",Finance,"Looking for a Software Engineer with skills in C++, Embedded Systems, IoT.",Hybrid,London,51739,48526,Rejected,0,
CAND_1159,"Candidate 159 has experience in C++, Embedded Systems, IoT.","Cybersecurity, Penetration Testing, Risk Assessment",2,Bachelor's,AWS Certified,Data Scientist,"Deep Learning, TensorFlow, PyTorch",IT,"Looking for a Data Scientist with skills in Deep Learning, TensorFlow, PyTorch.",Remote,San Francisco,101596,102458,Hired,1,0.08
CAND_1160,"Candidate 160 has experience in AWS, DevOps, Kubernetes.","React, JavaScript, Node.js",2,Diploma,Google Data Engineer,Security Analyst,"Python, Machine Learning, NLP",Healthcare,"Looking for a Security Analyst with skills in Python, Machine Learning, NLP.",Hybrid,Berlin,64255,62079,Interviewed,0,
CAND_1161,"Candidate 161 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","AWS, DevOps, Kubernetes",13,Diploma,Certified Ethical Hacker,Data Scientist,"SQL, Data Analysis, Tableau",E-commerce,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",On-site,New York,56866,55726,Interviewed,0,
CAND_1162,"Candidate 162 has experience in Java, Spring Boot, Microservices.","React, JavaScript, Node.js",13,PhD,AWS Certified,Security Analyst,"Python, Machine Learning, NLP",Education,"Looking for a Security Analyst with skills in Python, Machine Learning, NLP.",On-site,San Francisco,141105,137923,Hired,1,0.18
CAND_1163,"Candidate 163 has experience in Java, Spring Boot, Microservices.","AWS, DevOps, Kubernetes",6,Bachelor's,Google Data Engineer,AI Engineer,"SQL, Data Analysis, Tableau",Finance,"Looking for a AI Engineer with skills in SQL, Data Analysis, Tableau.",Remote,Berlin,142442,144228,Shortlisted,0,
CAND_1164,"Candidate 164 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","Python, Machine Learning, NLP",3,Bachelor's,AWS Certified,Software Engineer,"C++, Embedded Systems, IoT",Education,"Looking for a Software Engineer with skills in C++, Embedded Systems, IoT.",Remote,London,134855,136963,Interviewed,0,
CAND_1165,"Candidate 165 has experience in React, JavaScript, Node.js.","C++, Embedded Systems, IoT",14,Bachelor's,PMP,Data Scientist,"Python, Machine Learning, NLP",E-commerce,"Looking for a Data Scientist with skills in Python, Machine Learning, NLP.",On-site,London,114886,112623,Rejected,0,
CAND_1166,"Candidate 166 has experience in Java, Spring Boot, Microservices.","React, JavaScript, Node.js",15,Diploma,Certified Ethical Hacker,Data Scientist,"SQL, Data Analysis, Tableau",Finance,"Looking for a Data Scientist with skills in SQL, Data Analysis, Tableau.",Remote,New York,110996,112593,Interviewed,0,
CAND_1167,"Candidate 167 has experience in React, JavaScript, Node.js.","Cybersecurity, Penetration Testing, Risk Assessment",9,Diploma,Google Data Engineer,AI Engineer,"Java, Spring Boot, Microservices",E-commerce,"Looking for a AI Engineer with skills in Java, Spring Boot, Microservices.",On-site,Chicago,88189,91955,Hired,1,0.33
CAND_1168,"Candidate 168 has experience in Cybersecurity, Penetration Testing, Risk Assessment.","SQL, Data Analysis, Tableau",15,Bachelor's,Certified Ethical Hacker,AI Engineer,"Deep Learning, TensorFlow, PyTorch",E-commerce,"Looking for a AI Engineer with skills in Deep Learning, TensorFlow, PyTorch.",Hybrid,San Francisco,57009,56187,Interviewed,0,
CAND_1169,"Candidate 169 has experience in Python, Machine Learning, NLP.","React, JavaScript, Node.js",10,PhD,PMP,AI Engineer,"Java, Spring Boot, Microservices",E-commerce,"Looking for a AI Engineer with skills in Java, Spring Boot, Microservices.",On-site,Berlin,138414,133790,Rejected,0,
CAND_1170,"Candidate 170 has experience in Java, Spring Boot, Microservices.","Deep Learning, TensorFlow, PyTorch",12,Bachelor's,PMP,DevOps Engineer,"Python, Machine Learning, NLP",E-commerce,"Looking for a DevOps Engineer with skills in Python, Machine Learning, NLP.",On-site,London,77882,74853,Interviewed,0,
CAND_1171,"Candidate 171 has experience in React, JavaScript, Node.js.","Cybersecurity, Penetration Testing, Risk Assessment",5,Master's,Google Data Engineer,Software Engineer,"AWS, DevOps, Kubernetes",E-commerce,"Looking for a Software Engineer with skills in AWS, DevOps, Kubernetes.",On-site,London,123114,122363,Interviewed,0,
CAND_1172,"Candidate 172 has experience in Deep Learning, TensorFlow, PyTorch.","C++, Embedded Systems, IoT",4,Bachelor's,Certified Ethical Hacker,AI Engineer,"Java, Spring Boot, Microservices",Healthcare,"Looking for a AI Engineer with skills in Java, Spring Boot, Microservices.",Hybrid,San Francisco,138797,138247,Rejected,0,
CAND_1173,"Candidate 173 has experience in Python, Machine Learning, NLP.","React, JavaScript, Node.js",11,Master's,PMP,Software Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Finance,"Looking for a Software Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",Hybrid,New York,142482,146371,Shortlisted,0,
CAND_1174,"Candidate 174 has experience in Java, Spring Boot, Microservices.","Cybersecurity, Penetration Testing, Risk Assessment",1,Bachelor's,AWS Certified,DevOps Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Healthcare,"Looking for a DevOps Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,Chicago,130138,133134,Hired,1,0.27
CAND_1175,"Candidate 175 has experience in Java, Spring Boot, Microservices.","Cybersecurity, Penetration Testing, Risk Assessment",10,Master's,Certified Ethical Hacker,DevOps Engineer,"Cybersecurity, Penetration Testing, Risk Assessment",Finance,"Looking for a DevOps Engineer with skills in Cybersecurity, Penetration Testing, Risk Assessment.",On-site,Berlin,61718,64029,Shortlisted,0,
CAND_1176,"Candidate 176 has experience in React, JavaScript, Node.js.","React, JavaScript, Node.js",6,Master's,Google Data Engineer,DevOps Engineer,"Java, Spring Boot, Microservices",Finance,"Looking for a DevOps Engineer with skills in Java, Spring Boot, Microservices.",On-site,San Francisco,74793,76502,Interviewed,0,
